Sport,Name,sport_name,Time,TSS,Swim_ind,Bike_ind,Run_ind,Recovery_ind,Elite_ind,Prep_ind,Base 1_ind,Base 2_ind,Base 3_ind,Build 1_ind,Build 2_ind,Peak_ind,E_ind,S_ind,M_Ind,P_ind,F_ind,A_ind
Bike,A2.1,BikeA2,45,62,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Bike,A2.2,BikeA2,49.5,70,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Bike,A2.3,BikeA2,51,73,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Bike,A2.4,BikeA2,57,84,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Bike,A2.5,BikeA2,57,84,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Bike,A2.6,BikeA2,63,95,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Bike,A2.7,BikeA2,67,100,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Bike,A3.1,BikeA3,60,64,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Bike,A4.1,BikeA4,47,47,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Bike,A4.2,BikeA4,44,46,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Bike,A4.3,BikeA4,55,59,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Bike,A4.4,BikeA4,53,56,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Bike,A4.5,BikeA4,58,66,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Bike,E1.1,BikeE1,35,16,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E1.2,BikeE1,45,21,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E1.3,BikeE1,60,28,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.1a,BikeE2,60,42,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.1b,BikeE2,90,63,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.1c,BikeE2,120,84,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.1d,BikeE2,70,49,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.1e,BikeE2,135,92,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.2,BikeE2,150,99,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E3.1,BikeE3,60,47,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.2,BikeE3,64,51,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.3,BikeE3,75,60,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.3a,BikeE3,62,53,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.4,BikeE3,70,57,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.5,BikeE3,80,68,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.6,BikeE3,60,40,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.7,BikeE3,65,46,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.8,BikeE3,70,52,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.9,BikeE3,75,56,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.9a,BikeE3,85,67,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.9b,BikeE3,60,46,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.10,BikeE3,80,61,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.11,BikeE3,90,76,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.12,BikeE3,105,91,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,F1.1,BikeF1,66,49,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Bike,F1.2,BikeF1,71,53,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Bike,F1.3,BikeF1,76,57,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Bike,F1.3a,BikeF1,48,36,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Bike,F1.4,BikeF1,62,46,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Bike,F1.4a,BikeF1,64,53,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Bike,F1.4b,BikeF1,46,40,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Bike,F1.5,BikeF1,66,50,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Bike,F1.5a,BikeF1,69,57,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Bike,F1.5b,BikeF1,73,61,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Bike,F1.6,BikeF1,66,51,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Bike,M1.1,BikeM1,67,59,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Bike,M1.1a,BikeM1,45,38,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Bike,M1.1b,BikeM1,27,22,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Bike,M2.1,BikeM2,63,60,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
Bike,M2.2,BikeM2,64,64,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
Bike,M2.3,BikeM2,48,47,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
Bike,M2.4,BikeM2,66,72,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
Bike,M2.5,BikeM2,68,75,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
Bike,M4.1,BikeM4,60,84,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
Bike,M4.2,BikeM4,45,58,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
Bike,M4.3,BikeM4,45,61,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
Bike,M4.4,BikeM4,61,75,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
Bike,M5.1,BikeM5,75,85,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Bike,M5.2,BikeM5,86,95,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
Bike,P1.1,BikeP1,73,66,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
Bike,S1.1,BikeS1,60,42,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.1a,BikeS1,45,30,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.2,BikeS1,70,41,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.3,BikeS1,60,36,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.4,BikeS1,59,42,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.5,BikeS1,96.3333,61,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.6,BikeS1,65,48,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.6a,BikeS1,46,34,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.6b,BikeS1,25,19,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.2a,BikeS1,50,30,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.3a,BikeS1,50,31,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.4a,BikeS1,50,42,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.5a,BikeS1,71.3333,45,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.5b,BikeS1,50.3333,32,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.5c,BikeS1,68,55,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.5d,BikeS1,45,34,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.5e,BikeS1,86,71,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.5f,BikeS1,56.5,52,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.5g,BikeS1,48,38,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
Run,A1,RunA1,62,79,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Run,A2.1,RunA2,45,63,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Run,A2.2,RunA2,49.5,71,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Run,A2.3,RunA2,51,74,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Run,A2.4,RunA2,57,85,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Run,A2.5,RunA2,57,85,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Run,A2.6,RunA2,63,96,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Run,A2.7,RunA2,67,102,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Run,A3.1,RunA3,49,69,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Run,A3.2,RunA3,60,89,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Run,A3.3,RunA3,65.5,99,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Run,A4.1,RunA4,47,64,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Run,A4.2,RunA4,51,72,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Run,A4.3,RunA4,44,60,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Run,A4.4,RunA4,55,76,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Run,A4.5,RunA4,63,89,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Run,E1.1,RunE1,20,23,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E1.2,RunE1,30,35,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E1.3,RunE1,40,47,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E1.4,RunE1,50,59,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E1.5,RunE1,60,71,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.1,RunE2,40,27,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.1b,RunE2,45,38,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.2,RunE2,50,33,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.3,RunE2,60,40,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.4,RunE2,70,47,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.5,RunE2,80,53,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.6,RunE2,90,60,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.7,RunE2,100,67,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.1a,RunE2,40,33,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.2a,RunE2,50,42,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.3a,RunE2,60,50,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.4a,RunE2,70,58,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.5a,RunE2,75,50,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E3.1,RunE3,46,57,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Run,E3.2,RunE3,50,63,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Run,E3.3,RunE3,57,73,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Run,E3.4,RunE3,63,82,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Run,E3.4a,RunE3,69,91,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Run,E3.5,RunE3,55,69,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Run,E3.6,RunE3,60,76,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Run,E3.7,RunE3,50,63,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Run,E3.8,RunE3,45,56,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Run,E3.9,RunE3,45,43,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Run,E3.10,RunE3,50,48,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Run,E3.11,RunE3,60,58,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Run,E3.12,RunE3,70,68,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Run,E3.13,RunE3,80,78,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Run,E3.14,RunE3,90,88,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Run,F1.1,RunF1,54,62,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Run,F1.2,RunF1,59,69,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Run,F1.3,RunF1,60,71,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Run,F1.4,RunF1,54,65,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Run,F1.5,RunF1,56,68,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Run,F1.6,RunF1,55,68,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Run,F1.7,RunF1,57,70,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Run,F1.8,RunF1,45,54,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Run,F1.9,RunF1,63,75,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
Run,M1.1,RunM1,56,71,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Run,M1.2,RunM1,60,77,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
Run,M2.2,RunM2,59,74,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0
Run,S1.1,RunS1,39,45,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
Run,S1.2,RunS1,64,78,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
Run,S1.3,RunS1,56,73,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
Run,S1.4,RunS1,47.5,58,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
Run,S1.5,RunS1,33,37,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
Run,S1.6,RunS1,51,61,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
Run,S1.7,RunS1,49,59,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
Swim,A1.1,SwimA1,38.5,40,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Swim,A1.2,SwimA1,43.5,48,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Swim,A1.3,SwimA1,52,57,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Swim,A1.4,SwimA1,30,31,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
Swim,A2.1,SwimA2,50,44,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Swim,A2.2,SwimA2,50,50,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Swim,A2.3,SwimA2,54,60,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Swim,A2.4,SwimA2,31,32,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
Swim,E2.1,SwimE2,32,32,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Swim,E2.2,SwimE2,32,34,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Swim,E2.2a,SwimE2,43,41,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Swim,E2.3,SwimE2,40,44,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Swim,E2.4,SwimE2,48,53,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Swim,E2.5,SwimE2,29,28,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Swim,E2.6,SwimE2,49,53,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
Swim,E3.1,SwimE3,30,35,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
Swim,E3.2,SwimE3,32,34,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
Swim,E3.3,SwimE3,32,43,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
Swim,E3.4,SwimE3,34,44,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
Swim,E3.5,SwimE3,42,55,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
Swim,E3.6,SwimE3,58,76,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
Swim,F1.1,SwimF1,36,34,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0
Swim,F1.2,SwimF1,47,46,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0
Swim,F1.3,SwimF1,35,37,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0
Swim,F1.4,SwimF1,50,55,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0
Swim,M1.1,SwimM1,38,36,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0
Swim,M1.3,SwimM1,56.5,61,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0
Swim,M1.4,SwimM1,48.2,53,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0
Swim,M1.5,SwimM1,46.5,50,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0
Swim,M1.6,SwimM1,34.5,37,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0
Swim,M1.7,SwimM1,47,49,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0
Swim,M1.8,SwimM1,54,54,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0
Swim,S1.1,SwimS1,27,26,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
Swim,S1.2,SwimS1,34,35,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
Swim,S1.3,SwimS1,50,44,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0
Bike,E2.01E,BikeE2,90,63,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.02E,BikeE2,105,74,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.03E,BikeE2,120,85,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.04E,BikeE2,135,95,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.05E,BikeE2,150,106,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.11E,BikeE2,120,77,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.12E,BikeE2,135,88,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.13E,BikeE2,150,98,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.14E,BikeE2,180,119,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.15E,BikeE2,210,141,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.16E,BikeE2,240,162,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.17E,BikeE2,270,183,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.21E,BikeE2,90,60,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.22E,BikeE2,100,67,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.23E,BikeE2,120,83,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.24E,BikeE2,140,96,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.25E,BikeE2,160,111,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E2.26E,BikeE2,180,124,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Bike,E3.01E,BikeE3,70,57,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.02E,BikeE3,80,68,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.03E,BikeE3,90,76,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.04E,BikeE3,105,91,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.05E,BikeE3,100,88,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.06E,BikeE3,120,109,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.07E,BikeE3,85,75,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.08E,BikeE3,95,85,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.09E,BikeE3,110,100,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,E3.10E,BikeE3,125,116,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0
Bike,F2.01E,BikeF2,76,57,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Bike,F2.02E,BikeF2,84,66,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Bike,F2.03E,BikeF2,88,68,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Bike,F2.04E,BikeF2,98,78,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Bike,F2.05E,BikeF2,108,89,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Bike,F2.06E,BikeF2,76,52,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Bike,F2.07E,BikeF2,76,47,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
Bike,M2.1E,BikeM2,82,79,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0
Bike,M2.2E,BikeM2,95,93,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0
Bike,M2.3E,BikeM2,90,90,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0
Bike,M2.4E,BikeM2,105,107,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0
Bike,M2.5E,BikeM2,98,101,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0
Bike,M2.6E,BikeM2,115,120,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0
Bike,M4.1E,BikeM4,70,74,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
Bike,M4.2E,BikeM4,79,87,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
Bike,M4.3E,BikeM4,86,97,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
Bike,M4.4E,BikeM4,94,111,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
Bike,M4.5E,BikeM4,124,148,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0
Bike,S1.01E,BikeS1,63,39,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.02E,BikeS1,67,43,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.03E,BikeS1,79,52,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.04E,BikeS1,87,61,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.05E,BikeS1,86,71,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.06E,BikeS1,102,83,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S1.07E,BikeS1,70,59,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S2.01E,BikeS2,77,51,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Bike,S2.02E,BikeS2,96,67,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
Run,E2.1E,RunE2,40,47,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.2E,RunE2,50,59,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.3E,RunE2,60,71,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.4E,RunE2,70,83,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.5E,RunE2,80,95,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.6E,RunE2,90,107,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.7E,RunE2,100,119,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.8E,RunE2,110,132,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.9E,RunE2,120,144,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.10E,RunE2,135,163,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.11E,RunE2,150,181,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
Run,E2.12E,RunE2,165,200,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
